CODIGO_MACROPROYECTO,MACRO_PROYECTO,CATEGORIA,FECHA,TIPO_DE_PRESUPUESTO,UNIDADES,PESOS
GPR2209,Bella Suiza,Actual,8/1/2024,Financiero,5,4688379708.48
GPR1916,Granada,Actual,8/1/2024,Financiero,0,0.00
GPR1939,Las Palmas - Girardot,Actual,8/1/2024,Financiero,0,0.00
GPR1951,,Actual,8/1/2024,Financiero,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,8/1/2024,Financiero,0,0.00
GPR2005,Valle de Luna ,Actual,8/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,8/1/2024,Financiero,0,0.00
GPR2109,Empresarial ,Actual,8/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,8/1/2024,Financiero,0,0.00
GPR1972,Granada,Actual,8/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,8/1/2024,Financiero,0,0.00
GPR1912,Boreal ,Actual,8/1/2024,Financiero,0,0.00
GPR1904,Monterivera,Actual,8/1/2024,Financiero,0,0.00
GPR1923,Serena del Mar,Actual,8/1/2024,Financiero,0,0.00
GPR1940,Ciudad Verde,Actual,8/1/2024,Financiero,0,0.00
GPR2213,Empresarial ,Actual,8/1/2024,Financiero,0,0.00
GPR2205,Empresarial ,Actual,8/1/2024,Financiero,0,0.00
GPR2209,Empresarial ,Actual,8/1/2024,Financiero,0,0.00
GPR1907,Alameda  170,Actual,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,10,1950000000.00
GPR1952,Santa Cruz,Actual,8/1/2024,Comercial,5,585000000.00
GPR2116,Ponteverdi,Actual,8/1/2024,Comercial,0,0.00
GPR2205,Otoño,Categoria 2,8/1/2024,Comercial,30,6759090000.00
GPR1940,Ciudad Verde,Actual,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,7,1487500000.00
GPR1902,Alameda del Río,Actual,8/1/2024,Comercial,0,0.00
GPR1902,Alameda del Río,Actual,8/1/2024,Comercial,2,340102865.00
GPR2205,Otoño,Categoria 2,8/1/2024,Comercial,70,14184170000.00
GPR1975,Ciudadela del Portal,Actual,8/1/2024,Comercial,20,4052620000.00
GPR1975,Parque Heredia,Actual,8/1/2024,Comercial,20,3661978840.00
GPR1922,Parque Heredia,Actual,8/1/2024,Comercial,17,3354372000.00
GPR1947,Valparaiso,Lanzamiento,8/1/2024,Comercial,0,0.00
GPR1943,San Antonio,Actual,8/1/2024,Comercial,5,585000000.00
GPR1922,Parque Heredia,Actual,8/1/2024,Comercial,5,877500000.00
GPR1902,Alameda del Río,Actual,8/1/2024,Comercial,0,0.00
GPR1939,Las Palmas - Girardot,Actual,8/1/2024,Comercial,9,2944824602.00
GPR1912,Boreal ,Actual,8/1/2024,Comercial,6,3202700010.00
GPR1912,Boreal ,Futuras Etapas,8/1/2024,Comercial,9,6758060184.00
GPR1906,Brisas del Río,Actual,8/1/2024,Comercial,0,0.00
GPR1975,Ciudadela del Portal,Actual,8/1/2024,Comercial,0,0.00
GPR1934,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR1922,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR1949,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR1922,Parque Heredia,Actual,8/1/2024,Comercial,10,1846000000.00
GPR1916,Granada,Actual,8/1/2024,Comercial,0,0.00
GPR1975,Ciudadela del Portal,Actual,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,10,2125000000.00
GPR2009,Cangrejera,Categoria 1,8/1/2024,Comercial,4,4400000000.00
GPR2009,Cangrejera,Categoria 1,8/1/2024,Comercial,6,3868800000.00
GPR1910,Cantabria ,Actual,8/1/2024,Comercial,0,0.00
GPR2217,Parque Heredia,Actual,8/1/2024,Comercial,13,2431000000.00
GPR2217,Parque Heredia,Futuras Etapas,8/1/2024,Comercial,0,0.00
GPR2219,Casablanca - Rionegro,Categoria 2,8/1/2024,Comercial,0,0.00
GPR2219,Casablanca - Rionegro,Categoria 2,8/1/2024,Comercial,0,0.00
GPR1940,Ciudad Verde,Actual,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,12,7368000000.00
GPR1943,San Antonio,Actual,8/1/2024,Comercial,0,0.00
GPR1922,Parque Heredia,Actual,8/1/2024,Comercial,0,0.00
GPR1914,Otoño,Actual,8/1/2024,Comercial,11,5929000000.00
GPR1921,Las Huerta de Cajica,Futuras Etapas,8/1/2024,Comercial,8,5880608000.00
GPR1913,Bosque,Futuras Etapas,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Futuras Etapas,8/1/2024,Comercial,40,8132723080.00
GPR2309,Colsubsidio mz9,Categoria 1,8/1/2024,Comercial,10,5000000000.00
GPR1910,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR1917,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR1943,San Antonio,Actual,8/1/2024,Comercial,20,2930839980.00
GPR1952,Santa Cruz,Actual,8/1/2024,Comercial,0,0.00
GPR1908,Alejandria,Actual,8/1/2024,Comercial,0,0.00
GPR1936,Sauces,Actual,8/1/2024,Comercial,12,3579660000.00
GPR1922,Parque Heredia,Actual,8/1/2024,Comercial,0,0.00
GPR1902,Alameda del Río,Actual,8/1/2024,Comercial,3,913155135.00
GPR1922,Parque Heredia,Actual,8/1/2024,Comercial,0,0.00
GPR1922,Parque Heredia,Actual,8/1/2024,Comercial,10,1950000000.00
GPR1914,Otoño,Actual,8/1/2024,Comercial,0,0.00
GPR1914,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,10,2125000000.00
GPR2218,Jardines del rio ,Categoria 1,8/1/2024,Comercial,6,6348563586.00
GPR1921,Las Huerta de Cajica,Actual,8/1/2024,Comercial,0,0.00
GPR1921,Las Huerta de Cajica,Actual,8/1/2024,Comercial,10,4506480000.00
GPR2208,Jardines de Fontanar,Actual,8/1/2024,Comercial,10,6240000000.00
GPR1921,Las Huerta de Cajica,Futuras Etapas,8/1/2024,Comercial,0,0.00
GPR1973,La Felicidad,Actual,8/1/2024,Comercial,15,10138827825.00
GPR1973,La Felicidad,Actual,8/1/2024,Comercial,7,6122127585.00
GPR1973,La Felicidad,Actual,8/1/2024,Comercial,3,2348741910.00
GPR1969,Lomas Cúcuta,Categoria 2,8/1/2024,Comercial,15,1839780000.00
GPR1936,Sauces,Lanzamiento,8/1/2024,Comercial,0,0.00
GPR1936,Sauces,Actual,8/1/2024,Comercial,5,975000000.00
GPR1921,Las Huerta de Cajica,Futuras Etapas,8/1/2024,Comercial,12,5380692000.00
GPR1902,Alameda del Río,Futuras Etapas,8/1/2024,Comercial,9,3340547095.00
GPR1914,Otoño,Actual,8/1/2024,Comercial,5,975000000.00
GPR1914,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR1950,llano alto/Juanambu,Actual,8/1/2024,Comercial,6,1170000000.00
GPR1950,llano alto/Juanambu,Actual,8/1/2024,Comercial,3,508538320.00
GPR2128,Santa Cruz,Actual,8/1/2024,Comercial,6,710808018.00
GPR2128,Santa Cruz,Futuras Etapas,8/1/2024,Comercial,30,4055454000.00
GPR1936,Sauces,Actual,8/1/2024,Comercial,20,3937197660.00
GPR1902,Alameda del Río,Futuras Etapas,8/1/2024,Comercial,30,450000000.00
GPR1939,Las Palmas - Girardot,Actual,8/1/2024,Comercial,6,1053000000.00
GPR1922,Parque Heredia,Actual,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,7,1378928901.00
GPR2316,Maria Auxiliadora,Categoria 2,8/1/2024,Comercial,40,8366198400.00
GPR1902,Alameda del Río,Futuras Etapas,8/1/2024,Comercial,0,0.00
GPR2004,Mirador de la cienaga ,Actual,8/1/2024,Comercial,0,0.00
GPR2201,Monterivera,Actual,8/1/2024,Comercial,4,4548448844.00
GPR1902,Alameda del Río,Actual,8/1/2024,Comercial,10,220000000.00
GPR2401,Mirador de la cienaga ,Categoria 2,8/1/2024,Comercial,35,7097044500.00
GPR1947,Valparaiso,Actual,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,7,6496000000.00
GPR1936,Sauces,Actual,8/1/2024,Comercial,0,0.00
GPR1914,Otoño,Actual,8/1/2024,Comercial,11,6182000000.00
GPR1923,Serena del Mar,Actual,8/1/2024,Comercial,4,1876254208.00
GPR1939,Las Palmas - Girardot,Actual,8/1/2024,Comercial,7,1228500000.00
GPR1950,llano alto/Juanambu,Categoria 1,8/1/2024,Comercial,20,2838817800.00
GPR1971,llano alto/Juanambu,Categoria 1,8/1/2024,Comercial,20,4170713440.00
GPR2004,Mirador de la cienaga ,Actual,8/1/2024,Comercial,0,0.00
GPR1975,Ciudadela del Portal,Actual,8/1/2024,Comercial,4,691541272.00
GPR2109,Paseo del Parque,Actual,8/1/2024,Comercial,25,5917957775.00
GPR2109,Paseo del Parque,Actual,8/1/2024,Comercial,10,2617321940.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,8/1/2024,Comercial,20,3825900000.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,8/1/2024,Comercial,20,3500000000.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,8/1/2024,Comercial,10,1750000000.00
GPR1902,Alameda del Río,Actual,8/1/2024,Comercial,5,943014060.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,8,1458147616.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,10,2041405990.00
GPR1930,Ponte Verdi,Actual,8/1/2024,Comercial,0,0.00
PES2117,Portal de Norte,Categoria 2,8/1/2024,Comercial,0,0.00
PES2117,Portal de Norte,Categoria 2,8/1/2024,Comercial,0,0.00
GPR1975,Ciudadela del Portal,Futuras Etapas,8/1/2024,Comercial,50,9396000000.00
GPR1916,Granada,Actual,8/1/2024,Comercial,7,3686623017.00
GPR1913,Bosque,Futuras Etapas,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Futuras Etapas,8/1/2024,Comercial,5,6175000000.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,8/1/2024,Comercial,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,8/1/2024,Comercial,12,4080000000.00
GPR2107,Proscenio,Categoria 1,8/1/2024,Comercial,5,20255320255.00
GPR1933,Refugio del valle ,Actual,8/1/2024,Comercial,1,2051217769.00
GPR1916,Granada,Actual,8/1/2024,Comercial,0,0.00
GPR1916,Granada,Actual,8/1/2024,Comercial,6,2753267736.00
GPR2013,Las Huerta de Cajica,Actual,8/1/2024,Comercial,12,3324000000.00
GPR1936,Sauces,Actual,8/1/2024,Comercial,8,1403136000.00
GPR2218,Jardines del rio ,Categoria 1,8/1/2024,Comercial,10,8149360000.00
GPR1925,Valle de Luna ,Actual,8/1/2024,Comercial,5,5272588312.00
ADM2318,San Bernardo,Categoria 2,8/1/2024,Comercial,0,0.00
GPR2301,Hacienda RosaBlanca Y Buque,Actual,8/1/2024,Comercial,4,4454408208.00
GPR1916,Granada,Actual,8/1/2024,Comercial,0,0.00
GPR2003,Senderos de Modelia,Actual,8/1/2024,Comercial,0,0.00
GPR1975,Ciudadela del Portal,Actual,8/1/2024,Comercial,10,1750304020.00
GPR1918,Serrania de los Nogales ,Actual,8/1/2024,Comercial,0,0.00
GPR2307,Lote Fan,Categoria 2,8/1/2024,Comercial,0,0.00
GPR1902,Alameda del Río,Actual,8/1/2024,Comercial,0,0.00
GPR1922,Parque Heredia,Futuras Etapas,8/1/2024,Comercial,17,2981664000.00
GPR1922,Parque Heredia,Futuras Etapas,8/1/2024,Comercial,0,0.00
GPR1929,Valle de Luna ,Actual,8/1/2024,Comercial,7,2118306967.00
GPR1922,Parque Heredia,Actual,8/1/2024,Comercial,0,0.00
GPR1952,Santa Cruz,Actual,8/1/2024,Comercial,5,877500000.00
GPR1927,Valle de Luna ,Actual,8/1/2024,Comercial,9,3204000000.00
GPR1923,Serena del Mar,Actual,8/1/2024,Comercial,10,4506487210.00
GPR1914,Otoño,Actual,8/1/2024,Comercial,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,8/1/2024,Comercial,9,4060738377.00
GPR2308,Las Palmas - Girardot,Actual,8/1/2024,Comercial,23,4608704304.00
GPR2128,Santa Cruz,Actual,8/1/2024,Comercial,20,3355660540.00
GPR1923,Serena del Mar,Actual,8/1/2024,Comercial,7,5250000000.00
GPR2213,Puente Largo,Categoria 1,8/1/2024,Comercial,10,6569389780.00
GPR2128,Santa Cruz,Actual,8/1/2024,Comercial,20,3669482660.00
GPR1943,San Antonio,Actual,8/1/2024,Comercial,0,0.00
GPR1902,Alameda del Río,Actual,8/1/2024,Comercial,0,0.00
GPR2209,Bella Suiza,Actual,8/1/2024,Comercial,4,2872000000.00
GPR1916,Granada,Actual,8/1/2024,Comercial,0,0.00
GPR1939,Las Palmas - Girardot,Actual,8/1/2024,Comercial,0,0.00
GPR1951,,Actual,8/1/2024,Comercial,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,8/1/2024,Comercial,0,0.00
GPR2005,Valle de Luna ,Actual,8/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,8/1/2024,Comercial,10,0.00
GPR2109,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR1936,Sauces,Actual,8/1/2024,Comercial,0,0.00
GPR1972,Granada,Actual,8/1/2024,Comercial,0,0.00
GPR1936,Sauces,Actual,8/1/2024,Comercial,0,0.00
GPR1912,Boreal ,Actual,8/1/2024,Comercial,0,0.00
GPR1904,Monterivera,Actual,8/1/2024,Comercial,0,0.00
GPR1923,Serena del Mar,Actual,8/1/2024,Comercial,0,0.00
GPR1940,Ciudad Verde,Actual,8/1/2024,Comercial,0,0.00
GPR2213,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR2205,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR2209,Empresarial ,Actual,8/1/2024,Comercial,0,0.00
GPR1907,Alameda  170,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,0,0.00
GPR1952,Santa Cruz,Actual,9/1/2024,Financiero,0,0.00
GPR2116,Ponteverdi,Actual,9/1/2024,Financiero,0,0.00
GPR2205,Otoño,Categoria 2,9/1/2024,Financiero,0,0.00
GPR1940,Ciudad Verde,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,9/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,9/1/2024,Financiero,0,0.00
GPR2205,Otoño,Categoria 2,9/1/2024,Financiero,70,13154400000.00
GPR1975,Ciudadela del Portal,Actual,9/1/2024,Financiero,0,0.00
GPR1975,Parque Heredia,Actual,9/1/2024,Financiero,8,1596393768.07
GPR1922,Parque Heredia,Actual,9/1/2024,Financiero,17,3611179424.96
GPR1947,Valparaiso,Lanzamiento,9/1/2024,Financiero,0,0.00
GPR1943,San Antonio,Actual,9/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,9/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,9/1/2024,Financiero,0,0.00
GPR1939,Las Palmas - Girardot,Actual,9/1/2024,Financiero,9,2840909090.91
GPR1912,Boreal ,Actual,9/1/2024,Financiero,0,0.00
GPR1912,Boreal ,Futuras Etapas,9/1/2024,Financiero,15,8458806799.87
GPR1906,Brisas del Río,Actual,9/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,9/1/2024,Financiero,0,0.00
GPR1934,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR1922,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR1949,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,9/1/2024,Financiero,5,955060583.69
GPR1916,Granada,Actual,9/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,0,0.00
GPR2009,Cangrejera,Categoria 1,9/1/2024,Financiero,4,4400000000.00
GPR2009,Cangrejera,Categoria 1,9/1/2024,Financiero,6,3868800000.00
GPR1910,Cantabria ,Actual,9/1/2024,Financiero,0,0.00
GPR2217,Parque Heredia,Actual,9/1/2024,Financiero,20,3242553800.00
GPR2217,Parque Heredia,Futuras Etapas,9/1/2024,Financiero,0,0.00
GPR2219,Casablanca - Rionegro,Categoria 2,9/1/2024,Financiero,8,3784000000.00
GPR2219,Casablanca - Rionegro,Categoria 2,9/1/2024,Financiero,30,5073840000.00
GPR1940,Ciudad Verde,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,12,6357085867.02
GPR1943,San Antonio,Actual,9/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,9/1/2024,Financiero,0,0.00
GPR1914,Otoño,Actual,9/1/2024,Financiero,11,6277064220.18
GPR1921,Las Huerta de Cajica,Futuras Etapas,9/1/2024,Financiero,8,5640608000.00
GPR1913,Bosque,Futuras Etapas,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Futuras Etapas,9/1/2024,Financiero,0,0.00
GPR2309,Colsubsidio mz9,Categoria 1,9/1/2024,Financiero,10,5000000000.00
GPR1910,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR1917,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR1943,San Antonio,Actual,9/1/2024,Financiero,26,3804216000.00
GPR1952,Santa Cruz,Actual,9/1/2024,Financiero,0,0.00
GPR1908,Alejandria,Actual,9/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,9/1/2024,Financiero,12,3579659480.56
GPR1922,Parque Heredia,Actual,9/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,9/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,9/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,9/1/2024,Financiero,5,817146397.14
GPR1914,Otoño,Actual,9/1/2024,Financiero,0,0.00
GPR1914,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,0,0.00
GPR2218,Jardines del rio ,Categoria 1,9/1/2024,Financiero,6,6328218777.78
GPR1921,Las Huerta de Cajica,Actual,9/1/2024,Financiero,0,0.00
GPR1921,Las Huerta de Cajica,Actual,9/1/2024,Financiero,10,4879951735.29
GPR2208,Jardines de Fontanar,Actual,9/1/2024,Financiero,10,5812229156.50
GPR1921,Las Huerta de Cajica,Futuras Etapas,9/1/2024,Financiero,0,0.00
GPR1973,La Felicidad,Actual,9/1/2024,Financiero,0,0.00
GPR1973,La Felicidad,Actual,9/1/2024,Financiero,10,8897499540.23
GPR1973,La Felicidad,Actual,9/1/2024,Financiero,0,0.00
GPR1969,Lomas Cúcuta,Categoria 2,9/1/2024,Financiero,15,1839765362.63
GPR1936,Sauces,Lanzamiento,9/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,9/1/2024,Financiero,0,0.00
GPR1921,Las Huerta de Cajica,Futuras Etapas,9/1/2024,Financiero,12,5380684734.38
GPR1902,Alameda del Río,Futuras Etapas,9/1/2024,Financiero,9,3673440000.00
GPR1914,Otoño,Actual,9/1/2024,Financiero,0,0.00
GPR1914,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR1950,llano alto/Juanambu,Actual,9/1/2024,Financiero,0,0.00
GPR1950,llano alto/Juanambu,Actual,9/1/2024,Financiero,0,0.00
GPR2128,Santa Cruz,Actual,9/1/2024,Financiero,29,3562326467.63
GPR2128,Santa Cruz,Futuras Etapas,9/1/2024,Financiero,30,3382560000.00
GPR1936,Sauces,Actual,9/1/2024,Financiero,20,4145750100.00
GPR1902,Alameda del Río,Futuras Etapas,9/1/2024,Financiero,30,450000000.00
GPR1939,Las Palmas - Girardot,Actual,9/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,0,0.00
GPR2316,Maria Auxiliadora,Categoria 2,9/1/2024,Financiero,40,8366198400.00
GPR1902,Alameda del Río,Futuras Etapas,9/1/2024,Financiero,0,0.00
GPR2004,Mirador de la cienaga ,Actual,9/1/2024,Financiero,0,0.00
GPR2201,Monterivera,Actual,9/1/2024,Financiero,4,4621847824.24
GPR1902,Alameda del Río,Actual,9/1/2024,Financiero,0,0.00
GPR2401,Mirador de la cienaga ,Categoria 2,9/1/2024,Financiero,35,6967485000.00
GPR1947,Valparaiso,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,7,6071845228.53
GPR1936,Sauces,Actual,9/1/2024,Financiero,0,0.00
GPR1914,Otoño,Actual,9/1/2024,Financiero,11,5743652849.74
GPR1923,Serena del Mar,Actual,9/1/2024,Financiero,0,0.00
GPR1939,Las Palmas - Girardot,Actual,9/1/2024,Financiero,0,0.00
GPR1950,llano alto/Juanambu,Categoria 1,9/1/2024,Financiero,0,0.00
GPR1971,llano alto/Juanambu,Categoria 1,9/1/2024,Financiero,40,4176000000.00
GPR2004,Mirador de la cienaga ,Actual,9/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,9/1/2024,Financiero,0,0.00
GPR2109,Paseo del Parque,Actual,9/1/2024,Financiero,10,2343500800.80
GPR2109,Paseo del Parque,Actual,9/1/2024,Financiero,25,6578021307.66
GPR1949,Hacienda RosaBlanca Y Buque,Actual,9/1/2024,Financiero,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,9/1/2024,Financiero,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,9/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,0,0.00
GPR1930,Ponte Verdi,Actual,9/1/2024,Financiero,0,0.00
PES2117,Portal de Norte,Categoria 2,9/1/2024,Financiero,0,0.00
PES2117,Portal de Norte,Categoria 2,9/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Futuras Etapas,9/1/2024,Financiero,50,9396000000.00
GPR1916,Granada,Actual,9/1/2024,Financiero,7,1396844547.06
GPR1913,Bosque,Futuras Etapas,9/1/2024,Financiero,60,11275200000.00
GPR1913,Bosque,Futuras Etapas,9/1/2024,Financiero,5,6175000000.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,9/1/2024,Financiero,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,9/1/2024,Financiero,12,3948684000.00
GPR2107,Proscenio,Categoria 1,9/1/2024,Financiero,2,10280373831.78
GPR1933,Refugio del valle ,Actual,9/1/2024,Financiero,1,1720285045.50
GPR1916,Granada,Actual,9/1/2024,Financiero,0,0.00
GPR1916,Granada,Actual,9/1/2024,Financiero,0,0.00
GPR2013,Las Huerta de Cajica,Actual,9/1/2024,Financiero,12,3100000000.00
GPR1936,Sauces,Actual,9/1/2024,Financiero,0,0.00
GPR2218,Jardines del rio ,Categoria 1,9/1/2024,Financiero,10,7633736695.91
GPR1925,Valle de Luna ,Actual,9/1/2024,Financiero,5,5099024809.78
ADM2318,San Bernardo,Categoria 2,9/1/2024,Financiero,0,0.00
GPR2301,Hacienda RosaBlanca Y Buque,Actual,9/1/2024,Financiero,4,4604521230.77
GPR1916,Granada,Actual,9/1/2024,Financiero,0,0.00
GPR2003,Senderos de Modelia,Actual,9/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,9/1/2024,Financiero,0,0.00
GPR1918,Serrania de los Nogales ,Actual,9/1/2024,Financiero,0,0.00
GPR2307,Lote Fan,Categoria 2,9/1/2024,Financiero,10,9655028351.45
GPR1902,Alameda del Río,Actual,9/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Futuras Etapas,9/1/2024,Financiero,17,2981664000.00
GPR1922,Parque Heredia,Futuras Etapas,9/1/2024,Financiero,0,0.00
GPR1929,Valle de Luna ,Actual,9/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,9/1/2024,Financiero,0,0.00
GPR1952,Santa Cruz,Actual,9/1/2024,Financiero,0,0.00
GPR1927,Valle de Luna ,Actual,9/1/2024,Financiero,0,0.00
GPR1923,Serena del Mar,Actual,9/1/2024,Financiero,3,1093150684.93
GPR1914,Otoño,Actual,9/1/2024,Financiero,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,9/1/2024,Financiero,9,3772422581.25
GPR2308,Las Palmas - Girardot,Actual,9/1/2024,Financiero,23,3742836000.00
GPR2128,Santa Cruz,Actual,9/1/2024,Financiero,0,0.00
GPR1923,Serena del Mar,Actual,9/1/2024,Financiero,6,4241844000.00
GPR2213,Puente Largo,Categoria 1,9/1/2024,Financiero,10,6311595345.35
GPR2128,Santa Cruz,Actual,9/1/2024,Financiero,20,3641180000.00
GPR1943,San Antonio,Actual,9/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,9/1/2024,Financiero,0,0.00
GPR2209,Bella Suiza,Actual,9/1/2024,Financiero,5,4688379708.48
GPR1916,Granada,Actual,9/1/2024,Financiero,0,0.00
GPR1939,Las Palmas - Girardot,Actual,9/1/2024,Financiero,0,0.00
GPR1951,,Actual,9/1/2024,Financiero,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,9/1/2024,Financiero,0,0.00
GPR2005,Valle de Luna ,Actual,9/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Financiero,0,0.00
GPR2109,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,9/1/2024,Financiero,0,0.00
GPR1972,Granada,Actual,9/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,9/1/2024,Financiero,0,0.00
GPR1912,Boreal ,Actual,9/1/2024,Financiero,0,0.00
GPR1904,Monterivera,Actual,9/1/2024,Financiero,0,0.00
GPR1923,Serena del Mar,Actual,9/1/2024,Financiero,0,0.00
GPR1940,Ciudad Verde,Actual,9/1/2024,Financiero,0,0.00
GPR2213,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR2205,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR2209,Empresarial ,Actual,9/1/2024,Financiero,0,0.00
GPR1907,Alameda  170,Actual,9/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Comercial,10,1950000000.00
GPR1952,Santa Cruz,Actual,9/1/2024,Comercial,5,585000000.00
GPR2116,Ponteverdi,Actual,9/1/2024,Comercial,0,0.00
GPR2205,Otoño,Categoria 2,9/1/2024,Comercial,30,6759090000.00
GPR1940,Ciudad Verde,Actual,9/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,9/1/2024,Comercial,7,1487500000.00
GPR1902,Alameda del Río,Actual,9/1/2024,Comercial,0,0.00
GPR1902,Alameda del Río,Actual,9/1/2024,Comercial,1,170051433.00
GPR2205,Otoño,Categoria 2,9/1/2024,Comercial,70,14184170000.00
GPR1975,Ciudadela del Portal,Actual,9/1/2024,Comercial,20,4052620000.00
GPR1975,Parque Heredia,Actual,9/1/2024,Comercial,20,3661978840.00
GPR1922,Parque Heredia,Actual,9/1/2024,Comercial,17,3354372000.00
